# Getf2 Small Kernel Arguments
m=46
n=24
lda=100
batch_count=3
offset=24
shiftA=2424
strideA=0
shiftP=24
strideP=70
stridePI=70
pivot=1
grid=1,3,1
block=46,1,1
lmemsize=184
# Batch 0 Matrix A (row-major, m=46 x n=24)
0.821725, -1.16863, 1.5897, -0.211486, 5.61935, 0.852874, 3.69631, -2.19476, -3.39134, -0.140878, -3.21586, 4.74547, 1.9262, -3.3604, 0.805574, -3.06634, -3.15725, 1.68175, 4.65306, 0.543904, 5.84971, 409.871, 4.76314, 3.73408
0.818496, -0.190192, -2.42772, -2.37956, 0.828734, -0.267346, -0.481149, -3.13944, -0.16969, -0.224916, 5.82586, 1.86193, 2.91002, -2.16832, -0.185623, 1.81801, 4.94038, -0.167719, 5.98002, -2.37747, 403.957, 0.776539, 1.8462, 4.95357
-2.33604, -2.05577, -2.21936, -2.05283, -2.3111, 4.68971, 1.76558, 1.95585, -1.07395, 4.98577, 2.89551, -1.15665, 4.89173, 1.9943, 5.9378, 6.11276, 2.89448, -3.31627, -2.14214, 400.749, 1.91625, 4.06765, 4.92821, 3.01147
0.950314, 5.69256, -1.1296, -1.9847, 1.70597, -0.264049, -2.30953, -0.191473, -1.21111, 0.93741, 5.79258, -3.27352, -1.0995, -1.99592, -0.188463, 3.81618, -1.07516, 1.87317, 401.055, 0.722571, 1.78339, -0.112599, 2.02157, 6.06723
-1.07777, -0.27915, 4.83317, 3.88054, 3.85757, 5.94504, 1.83046, 4.88927, -1.15989, 0.893838, 1.84978, 5.02606, -2.11877, 5.83336, -2.17853, -0.0906375, 6.07321, 409.805, 0.788961, -1.28672, -1.05411, 2.69227, -2.05607, -2.01056
-3.10862, -2.28785, 3.96148, 4.83476, -2.07835, 0.843797, -1.09024, -2.05948, 5.94011, 0.868868, -3.03038, 5.72081, -2.00085, 5.12131, 2.78624, 3.07268, 407.93, 5.81189, -1.07685, -1.15877, -3.18469, -0.126183, 0.967303, 1.97552
-2.08295, 5.81294, 3.74616, 4.92514, 2.75372, 3.75164, -2.45049, 1.68501, 0.727834, 4.64464, -0.108895, -3.09972, 3.85722, 1.05272, 2.7911, 401.88, 3.85968, 3.83686, 5.92162, 0.724175, 2.78772, -2.15866, 5.8978, 0.0240612
0.853021, 4.03008, 2.78408, 4.8786, 4.82148, 1.99286, 4.80962, 3.97502, 4.91318, -0.215793, 5.88968, -1.06319, -1.11032, 2.87352, 407.954, 5.03592, 6.02735, 4.97337, -1.10279, 5.88932, -2.04059, -1.09853, 4.71187, 2.81507
-3.22577, -2.26101, -1.37576, 0.819061, 4.61075, -2.38679, 5.45991, -0.327943, 1.67934, -1.14306, 0.594951, -3.11118, 4.92955, 402.869, 4.76996, 1.88682, 3.80495, 4.85071, 4.93697, 2.4573, 3.93059, -3.23707, -0.109966, -1.092
2.72327, 5.96912, -2.30314, -0.173241, 3.81039, 2.73645, 2.77025, -1.12559, -0.230588, -0.964412, 3.01539, 5.73711, 406.818, 3.05402, -1.9779, 1.03637, -1.24164, -0.262956, 0.889224, 4.84704, -1.15984, 5.0266, -0.970746, 5.93028
